"module name","licenses","repository","licenseUrl","parents"
"constants-browserify@1.0.0","MIT","https://github.com/juliangruber/constants-browserify","https://github.com/juliangruber/constants-browserify","app"
"contains-path@0.1.0","MIT","https://github.com/jonschlinkert/contains-path","https://github.com/jonschlinkert/contains-path/raw/master/LICENSE","app"
"content-disposition@0.5.3","MIT","https://github.com/jshttp/content-disposition","https://github.com/jshttp/content-disposition/raw/master/LICENSE","backend"
"content-type@1.0.4","MIT","https://github.com/jshttp/content-type","https://github.com/jshttp/content-type/raw/master/LICENSE","backend"
"convert-source-map@1.6.0","MIT","https://github.com/thlorenz/convert-source-map","https://github.com/thlorenz/convert-source-map/raw/master/LICENSE","app"
"cookie-parser@1.4.4","MIT","https://github.com/expressjs/cookie-parser","https://github.com/expressjs/cookie-parser/raw/master/LICENSE","backend"
"cookie-signature@1.0.6","MIT","https://github.com/visionmedia/node-cookie-signature","https://github.com/visionmedia/node-cookie-signature","backend"
"cookie@0.3.1","MIT","https://github.com/jshttp/cookie","https://github.com/jshttp/cookie/raw/master/LICENSE","backend"
"cookie@0.4.0","MIT","https://github.com/jshttp/cookie","https://github.com/jshttp/cookie/raw/master/LICENSE","express:backend"
"copy-concurrently@1.0.5","ISC","https://github.com/npm/copy-concurrently","https://github.com/npm/copy-concurrently/raw/master/LICENSE","npm:backend"
"copy-descriptor@0.1.1","MIT","https://github.com/jonschlinkert/copy-descriptor","https://github.com/jonschlinkert/copy-descriptor/raw/master/LICENSE","backend"
"core-js-compat@3.1.0","MIT","https://github.com/zloirock/core-js","https://github.com/zloirock/core-js/raw/master/LICENSE","app"
"core-js-pure@3.1.0","MIT","https://github.com/zloirock/core-js","https://github.com/zloirock/core-js/raw/master/LICENSE","app"
"core-js@1.2.7","MIT","https://github.com/zloirock/core-js","https://github.com/zloirock/core-js/raw/master/LICENSE","app"
"core-js@2.6.6","MIT","https://github.com/zloirock/core-js","https://github.com/zloirock/core-js/raw/master/LICENSE","babel-runtime:app"
"core-js@3.0.1","MIT","https://github.com/zloirock/core-js","https://github.com/zloirock/core-js/raw/master/LICENSE","react-app-polyfill:app"
"core-util-is@1.0.2","MIT","https://github.com/isaacs/core-util-is","https://github.com/isaacs/core-util-is/raw/master/LICENSE","backend"
"cosmiconfig@4.0.0","MIT","https://github.com/davidtheclark/cosmiconfig","https://github.com/davidtheclark/cosmiconfig/raw/master/LICENSE","postcss-load-config:app"
"cosmiconfig@5.2.1","MIT","https://github.com/davidtheclark/cosmiconfig","https://github.com/davidtheclark/cosmiconfig/raw/master/LICENSE","app"
"create-ecdh@4.0.3","MIT","https://github.com/crypto-browserify/createECDH","https://github.com/crypto-browserify/createECDH/raw/master/LICENSE","app"
"create-emotion@9.2.12","MIT","https://github.com/emotion-js/emotion/tree/master/packages/create-emotion","https://github.com/emotion-js/emotion/tree/master/packages/create-emotion/raw/master/LICENSE","app"
"create-error-class@3.0.2","MIT","https://github.com/floatdrop/create-error-class","https://github.com/floatdrop/create-error-class/raw/master/license","backend"
"create-hash@1.2.0","MIT","https://github.com/crypto-browserify/createHash","https://github.com/crypto-browserify/createHash/raw/master/LICENSE","app"
"create-hmac@1.1.7","MIT","https://github.com/crypto-browserify/createHmac","https://github.com/crypto-browserify/createHmac/raw/master/LICENSE","app"
"create-react-class@15.6.3","MIT","https://github.com/facebook/react","https://github.com/facebook/react/raw/master/LICENSE.txt","app"
"create-react-context@0.2.2","MIT","https://github.com/thejameskyle/create-react-context","https://github.com/thejameskyle/create-react-context/raw/master/LICENSE","app"
"cross-spawn@3.0.1","MIT","https://github.com/IndigoUnited/node-cross-spawn","https://github.com/IndigoUnited/node-cross-spawn/raw/master/LICENSE","node-sass:backend"
"cross-spawn@5.1.0","MIT","https://github.com/IndigoUnited/node-cross-spawn","https://github.com/IndigoUnited/node-cross-spawn/raw/master/LICENSE","execa:backend"
"cross-spawn@6.0.5","MIT","https://github.com/moxystudio/node-cross-spawn","https://github.com/moxystudio/node-cross-spawn/raw/master/LICENSE","backend"
"crypto-browserify@3.12.0","MIT","https://github.com/crypto-browserify/crypto-browserify","https://github.com/crypto-browserify/crypto-browserify/raw/master/LICENSE","app"
"crypto-random-string@1.0.0","MIT","https://github.com/sindresorhus/crypto-random-string","https://github.com/sindresorhus/crypto-random-string/raw/master/license","backend"
"css-animation@1.5.0","MIT","https://github.com/yiminghe/css-animation","https://github.com/yiminghe/css-animation/raw/master/LICENSE.md","app"
"css-blank-pseudo@0.1.4","CC0-1.0","https://github.com/csstools/css-blank-pseudo","https://github.com/csstools/css-blank-pseudo/raw/master/LICENSE.md","app"
"css-color-names@0.0.4","MIT","https://github.com/bahamas10/css-color-names","https://github.com/bahamas10/css-color-names","app"
"css-declaration-sorter@4.0.1","MIT","https://github.com/Siilwyn/css-declaration-sorter","https://github.com/Siilwyn/css-declaration-sorter/raw/master/license.md","app"
"css-has-pseudo@0.10.0","CC0-1.0","https://github.com/csstools/css-has-pseudo","https://github.com/csstools/css-has-pseudo/raw/master/LICENSE.md","app"
"css-in-js-utils@2.0.1","MIT","https://github.com/rofrischmann/css-in-js-utils","https://github.com/rofrischmann/css-in-js-utils/raw/master/LICENSE","app"
"css-loader@2.1.1","MIT","https://github.com/webpack-contrib/css-loader","https://github.com/webpack-contrib/css-loader/raw/master/LICENSE","app"
"css-prefers-color-scheme@3.1.1","CC0-1.0","https://github.com/csstools/css-prefers-color-scheme","https://github.com/csstools/css-prefers-color-scheme/raw/master/LICENSE.md","app"
"css-select-base-adapter@0.1.1","MIT","https://github.com/nrkn/css-select-base-adapter","https://github.com/nrkn/css-select-base-adapter/raw/master/LICENSE","app"
"css-select@1.2.0","BSD-like","https://github.com/fb55/css-select","https://github.com/fb55/css-select/raw/master/LICENSE","renderkid:app"
"css-select@2.0.2","BSD-2-Clause","https://github.com/fb55/css-select","https://github.com/fb55/css-select/raw/master/LICENSE","app"
"css-tree@1.0.0-alpha.28","MIT","https://github.com/csstree/csstree","https://github.com/csstree/csstree/raw/master/LICENSE","app"
"css-tree@1.0.0-alpha.29","MIT","https://github.com/csstree/csstree","https://github.com/csstree/csstree/raw/master/LICENSE","csso:app"
"css-unit-converter@1.1.1","MIT","https://github.com/andyjansson/css-unit-converter","https://github.com/andyjansson/css-unit-converter/raw/master/LICENSE","app"
"css-url-regex@1.1.0","MIT","https://github.com/johnotander/css-url-regex","https://github.com/johnotander/css-url-regex/raw/master/license","app"
"css-vendor@0.3.8","MIT","https://github.com/cssinjs/css-vendor","https://github.com/cssinjs/css-vendor/raw/master/LICENSE","app"
"css-what@2.1.3","BSD-2-Clause","https://github.com/fb55/css-what","https://github.com/fb55/css-what/raw/master/LICENSE","app"
"cssdb@4.4.0","CC0-1.0","https://github.com/csstools/cssdb","https://github.com/csstools/cssdb/raw/master/LICENSE.md","app"
"cssesc@2.0.0","MIT","https://github.com/mathiasbynens/cssesc","https://github.com/mathiasbynens/cssesc/raw/master/LICENSE-MIT.txt","postcss-calc:app"
